sequence	position	depth
atg000001l_rc_rotated	5638	34
atg000001l_rc_rotated	5639	34
atg000001l_rc_rotated	5640	34
atg000001l_rc_rotated	5641	34
atg000001l_rc_rotated	5642	34
atg000001l_rc_rotated	5643	34
atg000001l_rc_rotated	5644	34
atg000001l_rc_rotated	5645	34
atg000001l_rc_rotated	5646	34
atg000001l_rc_rotated	5647	34
atg000001l_rc_rotated	5648	34
atg000001l_rc_rotated	5649	34
atg000001l_rc_rotated	5650	34
atg000001l_rc_rotated	5651	34
atg000001l_rc_rotated	5652	34
atg000001l_rc_rotated	5653	34
atg000001l_rc_rotated	5654	34
atg000001l_rc_rotated	5655	34
atg000001l_rc_rotated	5656	34
atg000001l_rc_rotated	5657	34
atg000001l_rc_rotated	5658	34
atg000001l_rc_rotated	5659	34
atg000001l_rc_rotated	5660	34
atg000001l_rc_rotated	5661	34
atg000001l_rc_rotated	5662	34
atg000001l_rc_rotated	5663	34
atg000001l_rc_rotated	5664	34
atg000001l_rc_rotated	5665	34
atg000001l_rc_rotated	5666	34
atg000001l_rc_rotated	5667	34
atg000001l_rc_rotated	5668	34
atg000001l_rc_rotated	5669	34
atg000001l_rc_rotated	5670	34
atg000001l_rc_rotated	5671	34
atg000001l_rc_rotated	5672	34
atg000001l_rc_rotated	5673	34
atg000001l_rc_rotated	5674	34
atg000001l_rc_rotated	5675	34
atg000001l_rc_rotated	5676	34
atg000001l_rc_rotated	5677	34
atg000001l_rc_rotated	5678	34
atg000001l_rc_rotated	5679	34
atg000001l_rc_rotated	5680	34
atg000001l_rc_rotated	5681	34
atg000001l_rc_rotated	5682	34
atg000001l_rc_rotated	5683	34
atg000001l_rc_rotated	5684	34
atg000001l_rc_rotated	5685	34
atg000001l_rc_rotated	5686	34
atg000001l_rc_rotated	5687	34
atg000001l_rc_rotated	5688	34
atg000001l_rc_rotated	5689	34
atg000001l_rc_rotated	5690	34
atg000001l_rc_rotated	5691	34
atg000001l_rc_rotated	5692	34
atg000001l_rc_rotated	5693	34
atg000001l_rc_rotated	5694	34
atg000001l_rc_rotated	5695	34
atg000001l_rc_rotated	5696	34
atg000001l_rc_rotated	5697	34
atg000001l_rc_rotated	5698	34
atg000001l_rc_rotated	5699	34
atg000001l_rc_rotated	5700	34
atg000001l_rc_rotated	5701	34
atg000001l_rc_rotated	5702	34
atg000001l_rc_rotated	5703	34
atg000001l_rc_rotated	5704	34
atg000001l_rc_rotated	5705	34
atg000001l_rc_rotated	5706	34
atg000001l_rc_rotated	5707	34
atg000001l_rc_rotated	5708	34
atg000001l_rc_rotated	5709	34
atg000001l_rc_rotated	5710	34
atg000001l_rc_rotated	5711	34
atg000001l_rc_rotated	5712	34
atg000001l_rc_rotated	5713	34
atg000001l_rc_rotated	5714	34
atg000001l_rc_rotated	5715	34
atg000001l_rc_rotated	5716	34
atg000001l_rc_rotated	5717	34
atg000001l_rc_rotated	5718	34
atg000001l_rc_rotated	5719	34
atg000001l_rc_rotated	5720	34
atg000001l_rc_rotated	5721	34
atg000001l_rc_rotated	5722	34
atg000001l_rc_rotated	5723	34
atg000001l_rc_rotated	5724	34
atg000001l_rc_rotated	5725	34
atg000001l_rc_rotated	5726	34
atg000001l_rc_rotated	5727	34
atg000001l_rc_rotated	5728	34
atg000001l_rc_rotated	5729	34
atg000001l_rc_rotated	5730	34
atg000001l_rc_rotated	5731	34
atg000001l_rc_rotated	5732	34
atg000001l_rc_rotated	5733	34
atg000001l_rc_rotated	5734	34
atg000001l_rc_rotated	5735	34
atg000001l_rc_rotated	5736	34
atg000001l_rc_rotated	5737	34
atg000001l_rc_rotated	5738	34
atg000001l_rc_rotated	5739	34
atg000001l_rc_rotated	5740	34
atg000001l_rc_rotated	5741	34
atg000001l_rc_rotated	5742	34
atg000001l_rc_rotated	5743	34
atg000001l_rc_rotated	5744	34
atg000001l_rc_rotated	5745	34
atg000001l_rc_rotated	5746	34
atg000001l_rc_rotated	5747	34
atg000001l_rc_rotated	5748	34
atg000001l_rc_rotated	5749	34
atg000001l_rc_rotated	5750	34
atg000001l_rc_rotated	5751	34
atg000001l_rc_rotated	5752	34
atg000001l_rc_rotated	5753	34
atg000001l_rc_rotated	5754	34
atg000001l_rc_rotated	5755	34
atg000001l_rc_rotated	5756	34
atg000001l_rc_rotated	5757	34
atg000001l_rc_rotated	5758	34
atg000001l_rc_rotated	5759	34
atg000001l_rc_rotated	5760	34
atg000001l_rc_rotated	5761	34
atg000001l_rc_rotated	5762	33
atg000001l_rc_rotated	5763	33
atg000001l_rc_rotated	5764	33
atg000001l_rc_rotated	5765	33
atg000001l_rc_rotated	5766	33
atg000001l_rc_rotated	5767	33
atg000001l_rc_rotated	5768	33
atg000001l_rc_rotated	5769	33
atg000001l_rc_rotated	5770	33
atg000001l_rc_rotated	5771	33
atg000001l_rc_rotated	5772	33
atg000001l_rc_rotated	5773	33
atg000001l_rc_rotated	5774	33
atg000001l_rc_rotated	5775	33
atg000001l_rc_rotated	5776	33
atg000001l_rc_rotated	5777	33
atg000001l_rc_rotated	5778	33
atg000001l_rc_rotated	5779	33
atg000001l_rc_rotated	5780	33
atg000001l_rc_rotated	5781	33
atg000001l_rc_rotated	5782	33
atg000001l_rc_rotated	5783	33
atg000001l_rc_rotated	5784	33
atg000001l_rc_rotated	5785	33
atg000001l_rc_rotated	5786	33
atg000001l_rc_rotated	5787	33
atg000001l_rc_rotated	5788	33
atg000001l_rc_rotated	5789	33
atg000001l_rc_rotated	5790	33
atg000001l_rc_rotated	5791	33
atg000001l_rc_rotated	5792	33
atg000001l_rc_rotated	5793	33
atg000001l_rc_rotated	5794	33
atg000001l_rc_rotated	5795	33
atg000001l_rc_rotated	5796	33
atg000001l_rc_rotated	5797	33
atg000001l_rc_rotated	5798	33
atg000001l_rc_rotated	5799	33
atg000001l_rc_rotated	5800	33
atg000001l_rc_rotated	5801	33
atg000001l_rc_rotated	5802	33
atg000001l_rc_rotated	5803	33
atg000001l_rc_rotated	5804	33
atg000001l_rc_rotated	5805	33
atg000001l_rc_rotated	5806	33
atg000001l_rc_rotated	5807	33
atg000001l_rc_rotated	5808	33
atg000001l_rc_rotated	5809	33
atg000001l_rc_rotated	5810	33
atg000001l_rc_rotated	5811	33
atg000001l_rc_rotated	5812	33
atg000001l_rc_rotated	5813	33
atg000001l_rc_rotated	5814	33
atg000001l_rc_rotated	5815	33
atg000001l_rc_rotated	5816	33
atg000001l_rc_rotated	5817	33
atg000001l_rc_rotated	5818	33
atg000001l_rc_rotated	5819	33
atg000001l_rc_rotated	5820	33
atg000001l_rc_rotated	5821	33
atg000001l_rc_rotated	5822	33
atg000001l_rc_rotated	5823	33
atg000001l_rc_rotated	5824	33
atg000001l_rc_rotated	5825	33
atg000001l_rc_rotated	5826	33
atg000001l_rc_rotated	5827	33
atg000001l_rc_rotated	5828	33
atg000001l_rc_rotated	5829	33
atg000001l_rc_rotated	5830	33
atg000001l_rc_rotated	5831	33
atg000001l_rc_rotated	5832	33
atg000001l_rc_rotated	5833	33
atg000001l_rc_rotated	5834	33
atg000001l_rc_rotated	5835	33
atg000001l_rc_rotated	5836	33
atg000001l_rc_rotated	5837	33
atg000001l_rc_rotated	5838	33
atg000001l_rc_rotated	5839	33
atg000001l_rc_rotated	5840	33
atg000001l_rc_rotated	5841	33
atg000001l_rc_rotated	5842	33
atg000001l_rc_rotated	5843	33
atg000001l_rc_rotated	5844	33
atg000001l_rc_rotated	5845	33
atg000001l_rc_rotated	5846	33
atg000001l_rc_rotated	5847	33
atg000001l_rc_rotated	5848	33
atg000001l_rc_rotated	5849	33
atg000001l_rc_rotated	5850	33
atg000001l_rc_rotated	5851	33
atg000001l_rc_rotated	5852	33
atg000001l_rc_rotated	5853	33
atg000001l_rc_rotated	5854	33
atg000001l_rc_rotated	5855	33
atg000001l_rc_rotated	5856	33
atg000001l_rc_rotated	5857	33
atg000001l_rc_rotated	5858	33
atg000001l_rc_rotated	5859	33
atg000001l_rc_rotated	5860	33
atg000001l_rc_rotated	5861	33
atg000001l_rc_rotated	5862	33
atg000001l_rc_rotated	5863	33
atg000001l_rc_rotated	5864	33
atg000001l_rc_rotated	5865	33
atg000001l_rc_rotated	5866	33
atg000001l_rc_rotated	5867	33
atg000001l_rc_rotated	5868	33
atg000001l_rc_rotated	5869	33
atg000001l_rc_rotated	5870	33
atg000001l_rc_rotated	5871	33
atg000001l_rc_rotated	5872	33
atg000001l_rc_rotated	5873	33
atg000001l_rc_rotated	5874	33
atg000001l_rc_rotated	5875	33
atg000001l_rc_rotated	5876	33
atg000001l_rc_rotated	5877	33
atg000001l_rc_rotated	5878	33
atg000001l_rc_rotated	5879	33
atg000001l_rc_rotated	5880	33
atg000001l_rc_rotated	5881	33
atg000001l_rc_rotated	5882	33
atg000001l_rc_rotated	5883	33
atg000001l_rc_rotated	5884	33
atg000001l_rc_rotated	5885	33
atg000001l_rc_rotated	5886	33
atg000001l_rc_rotated	5887	33
atg000001l_rc_rotated	5888	33
atg000001l_rc_rotated	5889	33
atg000001l_rc_rotated	5890	33
atg000001l_rc_rotated	5891	33
atg000001l_rc_rotated	5892	33
atg000001l_rc_rotated	5893	33
atg000001l_rc_rotated	5894	33
atg000001l_rc_rotated	5895	33
atg000001l_rc_rotated	5896	33
atg000001l_rc_rotated	5897	33
atg000001l_rc_rotated	5898	33
atg000001l_rc_rotated	5899	33
atg000001l_rc_rotated	5900	33
atg000001l_rc_rotated	5901	34
atg000001l_rc_rotated	5902	34
atg000001l_rc_rotated	5903	34
atg000001l_rc_rotated	5904	35
atg000001l_rc_rotated	5905	35
atg000001l_rc_rotated	5906	35
atg000001l_rc_rotated	5907	35
atg000001l_rc_rotated	5908	35
atg000001l_rc_rotated	5909	36
atg000001l_rc_rotated	5910	36
atg000001l_rc_rotated	5911	36
atg000001l_rc_rotated	5912	36
atg000001l_rc_rotated	5913	36
atg000001l_rc_rotated	5914	36
atg000001l_rc_rotated	5915	36
atg000001l_rc_rotated	5916	36
atg000001l_rc_rotated	5917	36
atg000001l_rc_rotated	5918	36
atg000001l_rc_rotated	5919	36
atg000001l_rc_rotated	5920	36
atg000001l_rc_rotated	5921	36
atg000001l_rc_rotated	5922	36
atg000001l_rc_rotated	5923	36
atg000001l_rc_rotated	5924	36
atg000001l_rc_rotated	5925	36
atg000001l_rc_rotated	5926	36
atg000001l_rc_rotated	5927	36
atg000001l_rc_rotated	5928	36
atg000001l_rc_rotated	5929	36
atg000001l_rc_rotated	5930	36
atg000001l_rc_rotated	5931	36
atg000001l_rc_rotated	5932	36
atg000001l_rc_rotated	5933	36
atg000001l_rc_rotated	5934	36
atg000001l_rc_rotated	5935	36
atg000001l_rc_rotated	5936	36
atg000001l_rc_rotated	5937	36
atg000001l_rc_rotated	5938	36
atg000001l_rc_rotated	5939	36
atg000001l_rc_rotated	5940	36
atg000001l_rc_rotated	5941	36
atg000001l_rc_rotated	5942	36
atg000001l_rc_rotated	5943	36
atg000001l_rc_rotated	5944	36
atg000001l_rc_rotated	5945	36
atg000001l_rc_rotated	5946	36
atg000001l_rc_rotated	5947	36
atg000001l_rc_rotated	5948	36
atg000001l_rc_rotated	5949	36
atg000001l_rc_rotated	5950	36
atg000001l_rc_rotated	5951	36
atg000001l_rc_rotated	5952	36
atg000001l_rc_rotated	5953	36
atg000001l_rc_rotated	5954	36
atg000001l_rc_rotated	5955	36
atg000001l_rc_rotated	5956	36
atg000001l_rc_rotated	5957	36
atg000001l_rc_rotated	5958	36
atg000001l_rc_rotated	5959	36
atg000001l_rc_rotated	5960	36
atg000001l_rc_rotated	5961	36
atg000001l_rc_rotated	5962	36
atg000001l_rc_rotated	5963	36
atg000001l_rc_rotated	5964	36
atg000001l_rc_rotated	5965	36
atg000001l_rc_rotated	5966	36
atg000001l_rc_rotated	5967	36
atg000001l_rc_rotated	5968	36
atg000001l_rc_rotated	5969	36
atg000001l_rc_rotated	5970	36
atg000001l_rc_rotated	5971	36
atg000001l_rc_rotated	5972	36
atg000001l_rc_rotated	5973	36
atg000001l_rc_rotated	5974	36
atg000001l_rc_rotated	5975	36
atg000001l_rc_rotated	5976	36
atg000001l_rc_rotated	5977	36
atg000001l_rc_rotated	5978	36
atg000001l_rc_rotated	5979	36
atg000001l_rc_rotated	5980	36
atg000001l_rc_rotated	5981	36
atg000001l_rc_rotated	5982	36
atg000001l_rc_rotated	5983	36
atg000001l_rc_rotated	5984	36
atg000001l_rc_rotated	5985	36
atg000001l_rc_rotated	5986	36
atg000001l_rc_rotated	5987	36
atg000001l_rc_rotated	5988	36
atg000001l_rc_rotated	5989	36
atg000001l_rc_rotated	5990	36
atg000001l_rc_rotated	5991	36
atg000001l_rc_rotated	5992	36
atg000001l_rc_rotated	5993	36
atg000001l_rc_rotated	5994	36
atg000001l_rc_rotated	5995	35
atg000001l_rc_rotated	5996	35
atg000001l_rc_rotated	5997	35
atg000001l_rc_rotated	5998	35
atg000001l_rc_rotated	5999	35
atg000001l_rc_rotated	6000	35
atg000001l_rc_rotated	6001	35
atg000001l_rc_rotated	6002	35
atg000001l_rc_rotated	6003	35
atg000001l_rc_rotated	6004	35
atg000001l_rc_rotated	6005	35
atg000001l_rc_rotated	6006	35
atg000001l_rc_rotated	6007	35
atg000001l_rc_rotated	6008	35
atg000001l_rc_rotated	6009	35
atg000001l_rc_rotated	6010	35
atg000001l_rc_rotated	6011	35
atg000001l_rc_rotated	6012	35
atg000001l_rc_rotated	6013	35
atg000001l_rc_rotated	6014	35
atg000001l_rc_rotated	6015	35
atg000001l_rc_rotated	6016	35
atg000001l_rc_rotated	6017	35
atg000001l_rc_rotated	6018	35
atg000001l_rc_rotated	6019	35
atg000001l_rc_rotated	6020	35
atg000001l_rc_rotated	6021	35
atg000001l_rc_rotated	6022	35
atg000001l_rc_rotated	6023	35
atg000001l_rc_rotated	6024	35
atg000001l_rc_rotated	6025	35
atg000001l_rc_rotated	6026	35
atg000001l_rc_rotated	6027	35
atg000001l_rc_rotated	6028	35
atg000001l_rc_rotated	6029	35
atg000001l_rc_rotated	6030	35
atg000001l_rc_rotated	6031	35
atg000001l_rc_rotated	6032	35
atg000001l_rc_rotated	6033	35
atg000001l_rc_rotated	6034	35
atg000001l_rc_rotated	6035	35
atg000001l_rc_rotated	6036	35
atg000001l_rc_rotated	6037	35
atg000001l_rc_rotated	6038	35
atg000001l_rc_rotated	6039	35
atg000001l_rc_rotated	6040	35
atg000001l_rc_rotated	6041	35
atg000001l_rc_rotated	6042	35
atg000001l_rc_rotated	6043	35
atg000001l_rc_rotated	6044	35
atg000001l_rc_rotated	6045	35
atg000001l_rc_rotated	6046	35
atg000001l_rc_rotated	6047	35
atg000001l_rc_rotated	6048	35
atg000001l_rc_rotated	6049	35
atg000001l_rc_rotated	6050	35
atg000001l_rc_rotated	6051	35
atg000001l_rc_rotated	6052	35
atg000001l_rc_rotated	6053	35
atg000001l_rc_rotated	6054	35
atg000001l_rc_rotated	6055	35
atg000001l_rc_rotated	6056	35
atg000001l_rc_rotated	6057	35
atg000001l_rc_rotated	6058	35
atg000001l_rc_rotated	6059	35
atg000001l_rc_rotated	6060	35
atg000001l_rc_rotated	6061	35
atg000001l_rc_rotated	6062	35
atg000001l_rc_rotated	6063	35
atg000001l_rc_rotated	6064	35
atg000001l_rc_rotated	6065	35
atg000001l_rc_rotated	6066	35
atg000001l_rc_rotated	6067	35
atg000001l_rc_rotated	6068	35
atg000001l_rc_rotated	6069	35
atg000001l_rc_rotated	6070	35
atg000001l_rc_rotated	6071	35
atg000001l_rc_rotated	6072	35
atg000001l_rc_rotated	6073	35
atg000001l_rc_rotated	6074	35
atg000001l_rc_rotated	6075	35
atg000001l_rc_rotated	6076	35
atg000001l_rc_rotated	6077	35
atg000001l_rc_rotated	6078	35
atg000001l_rc_rotated	6079	35
atg000001l_rc_rotated	6080	35
atg000001l_rc_rotated	6081	35
atg000001l_rc_rotated	6082	35
atg000001l_rc_rotated	6083	35
atg000001l_rc_rotated	6084	35
atg000001l_rc_rotated	6085	35
atg000001l_rc_rotated	6086	35
atg000001l_rc_rotated	6087	35
atg000001l_rc_rotated	6088	35
atg000001l_rc_rotated	6089	35
atg000001l_rc_rotated	6090	35
atg000001l_rc_rotated	6091	35
atg000001l_rc_rotated	6092	35
atg000001l_rc_rotated	6093	35
atg000001l_rc_rotated	6094	35
atg000001l_rc_rotated	6095	35
atg000001l_rc_rotated	6096	35
atg000001l_rc_rotated	6097	35
atg000001l_rc_rotated	6098	35
atg000001l_rc_rotated	6099	35
atg000001l_rc_rotated	6100	35
atg000001l_rc_rotated	6101	35
atg000001l_rc_rotated	6102	35
atg000001l_rc_rotated	6103	35
atg000001l_rc_rotated	6104	35
atg000001l_rc_rotated	6105	35
atg000001l_rc_rotated	6106	35
atg000001l_rc_rotated	6107	35
atg000001l_rc_rotated	6108	35
atg000001l_rc_rotated	6109	35
atg000001l_rc_rotated	6110	35
atg000001l_rc_rotated	6111	35
atg000001l_rc_rotated	6112	35
atg000001l_rc_rotated	6113	35
atg000001l_rc_rotated	6114	35
atg000001l_rc_rotated	6115	35
atg000001l_rc_rotated	6116	35
atg000001l_rc_rotated	6117	35
atg000001l_rc_rotated	6118	35
atg000001l_rc_rotated	6119	34
atg000001l_rc_rotated	6120	34
atg000001l_rc_rotated	6121	34
atg000001l_rc_rotated	6122	34
atg000001l_rc_rotated	6123	34
atg000001l_rc_rotated	6124	34
atg000001l_rc_rotated	6125	34
atg000001l_rc_rotated	6126	34
atg000001l_rc_rotated	6127	34
atg000001l_rc_rotated	6128	34
atg000001l_rc_rotated	6129	34
atg000001l_rc_rotated	6130	34
atg000001l_rc_rotated	6131	34
atg000001l_rc_rotated	6132	34
atg000001l_rc_rotated	6133	34
atg000001l_rc_rotated	6134	34
atg000001l_rc_rotated	6135	34
atg000001l_rc_rotated	6136	34
atg000001l_rc_rotated	6137	34
atg000001l_rc_rotated	6138	34
atg000001l_rc_rotated	6139	34
atg000001l_rc_rotated	6140	34
atg000001l_rc_rotated	6141	34
atg000001l_rc_rotated	6142	34
atg000001l_rc_rotated	6143	34
atg000001l_rc_rotated	6144	34
atg000001l_rc_rotated	6145	34
atg000001l_rc_rotated	6146	34
atg000001l_rc_rotated	6147	34
atg000001l_rc_rotated	6148	34
atg000001l_rc_rotated	6149	34
atg000001l_rc_rotated	6150	34
atg000001l_rc_rotated	6151	34
atg000001l_rc_rotated	6152	34
atg000001l_rc_rotated	6153	34
atg000001l_rc_rotated	6154	34
atg000001l_rc_rotated	6155	34
atg000001l_rc_rotated	6156	34
atg000001l_rc_rotated	6157	34
atg000001l_rc_rotated	6158	34
atg000001l_rc_rotated	6159	34
atg000001l_rc_rotated	6160	34
atg000001l_rc_rotated	6161	34
atg000001l_rc_rotated	6162	34
atg000001l_rc_rotated	6163	34
atg000001l_rc_rotated	6164	34
atg000001l_rc_rotated	6165	34
atg000001l_rc_rotated	6166	34
atg000001l_rc_rotated	6167	34
atg000001l_rc_rotated	6168	34
atg000001l_rc_rotated	6169	34
atg000001l_rc_rotated	6170	34
atg000001l_rc_rotated	6171	34
atg000001l_rc_rotated	6172	34
atg000001l_rc_rotated	6173	34
atg000001l_rc_rotated	6174	34
atg000001l_rc_rotated	6175	34
atg000001l_rc_rotated	6176	34
atg000001l_rc_rotated	6177	34
atg000001l_rc_rotated	6178	34
atg000001l_rc_rotated	6179	34
atg000001l_rc_rotated	6180	34
atg000001l_rc_rotated	6181	34
atg000001l_rc_rotated	6182	34
atg000001l_rc_rotated	6183	34
atg000001l_rc_rotated	6184	34
atg000001l_rc_rotated	6185	34
atg000001l_rc_rotated	6186	34
atg000001l_rc_rotated	6187	34
atg000001l_rc_rotated	6188	34
atg000001l_rc_rotated	6189	34
atg000001l_rc_rotated	6190	34
atg000001l_rc_rotated	6191	34
atg000001l_rc_rotated	6192	34
atg000001l_rc_rotated	6193	34
atg000001l_rc_rotated	6194	34
atg000001l_rc_rotated	6195	34
atg000001l_rc_rotated	6196	34
atg000001l_rc_rotated	6197	34
atg000001l_rc_rotated	6198	34
atg000001l_rc_rotated	6199	34
atg000001l_rc_rotated	6200	34
atg000001l_rc_rotated	6201	34
atg000001l_rc_rotated	6202	34
atg000001l_rc_rotated	6203	34
atg000001l_rc_rotated	6204	34
atg000001l_rc_rotated	6205	34
atg000001l_rc_rotated	6206	34
atg000001l_rc_rotated	6207	34
atg000001l_rc_rotated	6208	34
atg000001l_rc_rotated	6209	34
atg000001l_rc_rotated	6210	34
atg000001l_rc_rotated	6211	34
atg000001l_rc_rotated	6212	34
atg000001l_rc_rotated	6213	34
atg000001l_rc_rotated	6214	34
atg000001l_rc_rotated	6215	34
atg000001l_rc_rotated	6216	34
atg000001l_rc_rotated	6217	34
atg000001l_rc_rotated	6218	34
atg000001l_rc_rotated	6219	34
atg000001l_rc_rotated	6220	34
atg000001l_rc_rotated	6221	34
atg000001l_rc_rotated	6222	34
atg000001l_rc_rotated	6223	34
atg000001l_rc_rotated	6224	34
atg000001l_rc_rotated	6225	34
atg000001l_rc_rotated	6226	34
atg000001l_rc_rotated	6227	34
atg000001l_rc_rotated	6228	34
atg000001l_rc_rotated	6229	34
atg000001l_rc_rotated	6230	34
atg000001l_rc_rotated	6231	34
atg000001l_rc_rotated	6232	34
atg000001l_rc_rotated	6233	34
atg000001l_rc_rotated	6234	34
atg000001l_rc_rotated	6235	34
atg000001l_rc_rotated	6236	34
atg000001l_rc_rotated	6237	34
atg000001l_rc_rotated	6238	34
atg000001l_rc_rotated	6239	34
atg000001l_rc_rotated	6240	34
atg000001l_rc_rotated	6241	34
atg000001l_rc_rotated	6242	34
atg000001l_rc_rotated	6243	34
atg000001l_rc_rotated	6244	34
atg000001l_rc_rotated	6245	34
atg000001l_rc_rotated	6246	34
atg000001l_rc_rotated	6247	34
atg000001l_rc_rotated	6248	34
atg000001l_rc_rotated	6249	34
atg000001l_rc_rotated	6250	34
atg000001l_rc_rotated	6251	34
atg000001l_rc_rotated	6252	34
atg000001l_rc_rotated	6253	34
atg000001l_rc_rotated	6254	34
atg000001l_rc_rotated	6255	34
atg000001l_rc_rotated	6256	34
atg000001l_rc_rotated	6257	34
atg000001l_rc_rotated	6258	34
atg000001l_rc_rotated	6259	34
atg000001l_rc_rotated	6260	34
atg000001l_rc_rotated	6261	34
atg000001l_rc_rotated	6262	34
atg000001l_rc_rotated	6263	34
atg000001l_rc_rotated	6264	34
atg000001l_rc_rotated	6265	34
atg000001l_rc_rotated	6266	34
atg000001l_rc_rotated	6267	34
atg000001l_rc_rotated	6268	34
atg000001l_rc_rotated	6269	34
atg000001l_rc_rotated	6270	34
atg000001l_rc_rotated	6271	34
atg000001l_rc_rotated	6272	34
atg000001l_rc_rotated	6273	34
atg000001l_rc_rotated	6274	34
atg000001l_rc_rotated	6275	34
atg000001l_rc_rotated	6276	34
atg000001l_rc_rotated	6277	34
atg000001l_rc_rotated	6278	34
atg000001l_rc_rotated	6279	34
atg000001l_rc_rotated	6280	34
atg000001l_rc_rotated	6281	34
atg000001l_rc_rotated	6282	34
atg000001l_rc_rotated	6283	34
atg000001l_rc_rotated	6284	34
atg000001l_rc_rotated	6285	34
atg000001l_rc_rotated	6286	34
atg000001l_rc_rotated	6287	34
atg000001l_rc_rotated	6288	34
atg000001l_rc_rotated	6289	34
atg000001l_rc_rotated	6290	34
atg000001l_rc_rotated	6291	34
atg000001l_rc_rotated	6292	34
atg000001l_rc_rotated	6293	34
atg000001l_rc_rotated	6294	34
atg000001l_rc_rotated	6295	34
atg000001l_rc_rotated	6296	34
atg000001l_rc_rotated	6297	34
atg000001l_rc_rotated	6298	34
atg000001l_rc_rotated	6299	34
atg000001l_rc_rotated	6300	34
atg000001l_rc_rotated	6301	34
atg000001l_rc_rotated	6302	34
atg000001l_rc_rotated	6303	34
atg000001l_rc_rotated	6304	34
atg000001l_rc_rotated	6305	34
atg000001l_rc_rotated	6306	34
atg000001l_rc_rotated	6307	34
atg000001l_rc_rotated	6308	34
atg000001l_rc_rotated	6309	34
atg000001l_rc_rotated	6310	34
atg000001l_rc_rotated	6311	34
atg000001l_rc_rotated	6312	34
atg000001l_rc_rotated	6313	34
atg000001l_rc_rotated	6314	34
atg000001l_rc_rotated	6315	34
atg000001l_rc_rotated	6316	34
atg000001l_rc_rotated	6317	34
atg000001l_rc_rotated	6318	34
atg000001l_rc_rotated	6319	34
atg000001l_rc_rotated	6320	34
atg000001l_rc_rotated	6321	34
atg000001l_rc_rotated	6322	34
atg000001l_rc_rotated	6323	34
atg000001l_rc_rotated	6324	34
atg000001l_rc_rotated	6325	34
atg000001l_rc_rotated	6326	34
atg000001l_rc_rotated	6327	34
atg000001l_rc_rotated	6328	34
atg000001l_rc_rotated	6329	34
atg000001l_rc_rotated	6330	34
atg000001l_rc_rotated	6331	34
atg000001l_rc_rotated	6332	34
atg000001l_rc_rotated	6333	34
atg000001l_rc_rotated	6334	34
atg000001l_rc_rotated	6335	34
atg000001l_rc_rotated	6336	34
atg000001l_rc_rotated	6337	34
atg000001l_rc_rotated	6338	34
atg000001l_rc_rotated	6339	34
atg000001l_rc_rotated	6340	34
atg000001l_rc_rotated	6341	34
atg000001l_rc_rotated	6342	34
atg000001l_rc_rotated	6343	34
atg000001l_rc_rotated	6344	34
atg000001l_rc_rotated	6345	34
atg000001l_rc_rotated	6346	34
atg000001l_rc_rotated	6347	34
atg000001l_rc_rotated	6348	34
atg000001l_rc_rotated	6349	34
atg000001l_rc_rotated	6350	34
atg000001l_rc_rotated	6351	34
atg000001l_rc_rotated	6352	34
atg000001l_rc_rotated	6353	34
atg000001l_rc_rotated	6354	34
atg000001l_rc_rotated	6355	34
atg000001l_rc_rotated	6356	34
atg000001l_rc_rotated	6357	34
atg000001l_rc_rotated	6358	34
atg000001l_rc_rotated	6359	34
atg000001l_rc_rotated	6360	34
atg000001l_rc_rotated	6361	34
atg000001l_rc_rotated	6362	34
atg000001l_rc_rotated	6363	34
atg000001l_rc_rotated	6364	34
atg000001l_rc_rotated	6365	34
atg000001l_rc_rotated	6366	34
atg000001l_rc_rotated	6367	34
atg000001l_rc_rotated	6368	34
atg000001l_rc_rotated	6369	34
atg000001l_rc_rotated	6370	34
atg000001l_rc_rotated	6371	34
atg000001l_rc_rotated	6372	34
atg000001l_rc_rotated	6373	34
atg000001l_rc_rotated	6374	34
atg000001l_rc_rotated	6375	34
atg000001l_rc_rotated	6376	34
atg000001l_rc_rotated	6377	34
atg000001l_rc_rotated	6378	34
atg000001l_rc_rotated	6379	34
atg000001l_rc_rotated	6380	34
atg000001l_rc_rotated	6381	34
atg000001l_rc_rotated	6382	34
atg000001l_rc_rotated	6383	34
atg000001l_rc_rotated	6384	34
atg000001l_rc_rotated	6385	34
atg000001l_rc_rotated	6386	34
atg000001l_rc_rotated	6387	34
atg000001l_rc_rotated	6388	34
atg000001l_rc_rotated	6389	34
atg000001l_rc_rotated	6390	34
atg000001l_rc_rotated	6391	34
atg000001l_rc_rotated	6392	34
atg000001l_rc_rotated	6393	34
atg000001l_rc_rotated	6394	34
atg000001l_rc_rotated	6395	34
atg000001l_rc_rotated	6396	34
atg000001l_rc_rotated	6397	34
atg000001l_rc_rotated	6398	34
atg000001l_rc_rotated	6399	34
atg000001l_rc_rotated	6400	34
atg000001l_rc_rotated	6401	34
atg000001l_rc_rotated	6402	34
atg000001l_rc_rotated	6403	34
atg000001l_rc_rotated	6404	34
atg000001l_rc_rotated	6405	34
atg000001l_rc_rotated	6406	34
atg000001l_rc_rotated	6407	34
atg000001l_rc_rotated	6408	34
atg000001l_rc_rotated	6409	34
atg000001l_rc_rotated	6410	34
atg000001l_rc_rotated	6411	34
atg000001l_rc_rotated	6412	34
atg000001l_rc_rotated	6413	34
atg000001l_rc_rotated	6414	34
